Metabolite	Formula	Polarity (z)	Labeling	Ion Mode	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S04426	S04427	S04428	S04429	S04430	S04431	S04432	S04433	S04434	S04435	SQ319_B_0	SQ319_B_1	SQ319_B_2	SQ319_B_3	SQ319_B_4	SQ319_B_5
N-Acetyl-L-methionine-13C-1	C7H13NO3S-13C-1	+	13C	ESI	3.0	5.0	10.0	0.2	193.0722	193.0720	-1.3	SQ319_B_2	No	3.97	3.97	3.98	0.02	2	0	0	0	0	0	3692	0	0	0	0	0	0	3816	0	0	0
N-Acetyl-L-methionine-13C-2	C7H13NO3S-13C-2	+	13C	ESI	3.0	5.0	10.0	0.2	194.0756	194.0757	0.5	S04432	Yes	3.99	3.99	4.19	0.20	6	16190	14015	16926	0	0	0	28451	15592	7415	0	0	0	0	0	0	0
N-Acetyl-L-methionine-13C-3	C7H13NO3S-13C-3	+	13C	ESI	3.0	5.0	10.0	0.2	195.0790	195.0777	-6.4	S04434	No	4.04	4.04	4.04	0.00	1	0	0	0	0	0	0	0	0	1947	0	0	0	0	0	0	0
N-Acetyl-L-methionine-13C-4	C7H13NO3S-13C-4	+	13C	ESI	3.0	5.0	10.0	0.2	196.0823	196.0832	4.5	S04431	No	3.98	3.98	4.24	0.25	2	0	0	0	0	0	8925	0	0	0	0	0	0	0	0	2288	0
N-Acetyl-L-methionine-13C-5	C7H13NO3S-13C-5	+	13C	ESI	3.0	5.0	10.0	0.2	197.0857	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetyl-L-methionine-13C-6	C7H13NO3S-13C-6	+	13C	ESI	3.0	5.0	10.0	0.2	198.0890	198.0872	-9.2	S04431	No	3.98	3.77	4.19	0.42	3	0	0	0	0	0	13276	0	1663	0	0	0	0	0	2035	0	0
N-Acetyl-L-methionine-13C-7	C7H13NO3S-13C-7	+	13C	ESI	3.0	5.0	10.0	0.2	199.0924	199.0944	10.2	SQ319_B_5	No	4.09	3.77	4.24	0.46	8	2511	0	0	0	6517	0	0	0	0	3208	3114	3926	0	4895	3327	7427
N-Acetylornithine-13C-0	C7H14N2O3-13C-0	+	13C	ESI	8.6	10.6	10.0	0.2	175.1077	175.1068	-5.2	S04433	No	9.58	9.38	9.80	0.42	10	0	0	2230	0	0	4531	3990	5228	0	3340	4763	2797	1881	4102	2439	0
N-Acetylornithine-13C-1	C7H14N2O3-13C-1	+	13C	ESI	8.6	10.6	10.0	0.2	176.1111	176.1117	3.6	S04427	No	9.43	9.43	9.43	0.00	1	0	8348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylornithine-13C-2	C7H14N2O3-13C-2	+	13C	ESI	8.6	10.6	10.0	0.2	177.1144	177.1128	-9.2	S04435	Yes	9.58	9.37	9.79	0.42	12	4020	0	7508	0	9380	0	0	5794	3483	42910	20501	33297	2829	2467	8068	4179
N-Acetylornithine-13C-3	C7H14N2O3-13C-3	+	13C	ESI	8.6	10.6	10.0	0.2	178.1178	178.1161	-9.5	SQ319_B_0	No	9.45	9.45	9.45	0.00	1	0	0	0	0	0	0	0	0	0	0	2319	0	0	0	0	0
N-Acetylornithine-13C-4	C7H14N2O3-13C-4	+	13C	ESI	8.6	10.6	10.0	0.2	179.1211	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylornithine-13C-5	C7H14N2O3-13C-5	+	13C	ESI	8.6	10.6	10.0	0.2	180.1245	180.1233	-6.6	S04429	No	9.45	9.45	9.79	0.34	7	0	0	1601	6934	0	0	0	0	4137	6242	0	3081	0	0	1668	1913
N-Acetylornithine-13C-6	C7H14N2O3-13C-6	+	13C	ESI	8.6	10.6	10.0	0.2	181.1278	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylornithine-13C-7	C7H14N2O3-13C-7	+	13C	ESI	8.6	10.6	10.0	0.2	182.1312	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-0	C7H14N2O4S-13C-0	+	13C	ESI	12.2	14.2	10.0	0.2	223.0747	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-1	C7H14N2O4S-13C-1	+	13C	ESI	12.2	14.2	10.0	0.2	224.0781	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-2	C7H14N2O4S-13C-2	+	13C	ESI	12.2	14.2	10.0	0.2	225.0814	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-3	C7H14N2O4S-13C-3	+	13C	ESI	12.2	14.2	10.0	0.2	226.0848	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-4	C7H14N2O4S-13C-4	+	13C	ESI	12.2	14.2	10.0	0.2	227.0881	227.0903	9.6	S04435	Yes	12.36	12.21	12.54	0.33	10	2012	1274	1966	0	0	1931	0	0	0	2953	2057	0	2337	2646	1718	2105
L-Cystathionine-13C-5	C7H14N2O4S-13C-5	+	13C	ESI	12.2	14.2	10.0	0.2	228.0915	228.0894	-9.1	S04429	No	12.31	12.25	12.31	0.05	2	0	0	0	2287	0	0	0	2266	0	0	0	0	0	0	0	0
L-Cystathionine-13C-6	C7H14N2O4S-13C-6	+	13C	ESI	12.2	14.2	10.0	0.2	229.0948	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystathionine-13C-7	C7H14N2O4S-13C-7	+	13C	ESI	12.2	14.2	10.0	0.2	230.0982	230.1003	9.2	S04432	No	12.31	12.31	12.31	0.00	1	0	0	0	0	0	0	2464	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-0	C7H15NO3-13C-0	+	13C	ESI	8.3	10.3	10.0	0.2	162.1125	162.1119	-3.5	S04426	Yes	9.80	9.77	9.95	0.19	16	1001006	849861	938467	846121	980926	839900	707320	398933	507138	528558	17065	18537	12616	13287	13932	16809
L-Carnitine-13C-1	C7H15NO3-13C-1	+	13C	ESI	8.3	10.3	10.0	0.2	163.1158	163.1154	-2.6	S04428	No	9.83	9.79	9.85	0.06	10	25794	28555	35995	21133	27102	21110	24385	11525	15596	18877	0	0	0	0	0	0
L-Carnitine-13C-2	C7H15NO3-13C-2	+	13C	ESI	8.3	10.3	10.0	0.2	164.1192	164.1184	-4.7	S04428	No	9.83	9.83	9.83	0.00	1	0	0	2288	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-3	C7H15NO3-13C-3	+	13C	ESI	8.3	10.3	10.0	0.2	165.1225	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-4	C7H15NO3-13C-4	+	13C	ESI	8.3	10.3	10.0	0.2	166.1259	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-5	C7H15NO3-13C-5	+	13C	ESI	8.3	10.3	10.0	0.2	167.1292	167.1283	-5.6	S04427	No	9.79	9.79	9.79	0.00	1	0	1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-6	C7H15NO3-13C-6	+	13C	ESI	8.3	10.3	10.0	0.2	168.1326	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Carnitine-13C-7	C7H15NO3-13C-7	+	13C	ESI	8.3	10.3	10.0	0.2	169.1360	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-0	C7H15O10P-13C-0	-	13C	ESI	12.2	14.2	10.0	0.2	289.0330	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-1	C7H15O10P-13C-1	-	13C	ESI	12.2	14.2	10.0	0.2	290.0364	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-2	C7H15O10P-13C-2	-	13C	ESI	12.2	14.2	10.0	0.2	291.0397	291.0400	1.0	S04435	No	13.41	13.41	13.41	0.00	1	0	0	0	0	0	0	0	0	0	3844	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-3	C7H15O10P-13C-3	-	13C	ESI	12.2	14.2	10.0	0.2	292.0431	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-4	C7H15O10P-13C-4	-	13C	ESI	12.2	14.2	10.0	0.2	293.0464	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-5	C7H15O10P-13C-5	-	13C	ESI	12.2	14.2	10.0	0.2	294.0498	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-6	C7H15O10P-13C-6	-	13C	ESI	12.2	14.2	10.0	0.2	295.0531	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Sedoheptulose 7-phosphate-13C-7	C7H15O10P-13C-7	-	13C	ESI	12.2	14.2	10.0	0.2	296.0565	296.0565	0.0	S04435	Yes	13.41	13.38	13.55	0.17	12	18347	3916	17083	4168	9871	3872	12531	18881	10375	20075	0	0	3206	4133	0	0
1-Methylnicotinamide-13C-0	C7H8N2O-13C-0	+	13C	ESI	15.3	17.3	10.0	0.2	137.0709	137.0706	-2.5	S04428	No	15.60	15.33	15.60	0.27	14	3043	6618	9781	1375	0	1818	0	4598	3067	2525	2581	2857	9176	7227	2151	5307
1-Methylnicotinamide-13C-1	C7H8N2O-13C-1	+	13C	ESI	15.3	17.3	10.0	0.2	138.0743	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-Methylnicotinamide-13C-2	C7H8N2O-13C-2	+	13C	ESI	15.3	17.3	10.0	0.2	139.0776	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-Methylnicotinamide-13C-3	C7H8N2O-13C-3	+	13C	ESI	15.3	17.3	10.0	0.2	140.0810	140.0815	3.5	SQ319_B_5	Yes	15.37	15.33	15.61	0.28	16	41850	39000	38840	35661	30640	39679	27014	37506	36450	43081	47157	44271	52679	43593	52597	55143
1-Methylnicotinamide-13C-4	C7H8N2O-13C-4	+	13C	ESI	15.3	17.3	10.0	0.2	141.0844	141.0849	3.8	S04435	No	15.33	15.33	15.40	0.07	5	0	1445	0	0	0	0	0	0	0	2075	0	2068	0	1765	1588	0
1-Methylnicotinamide-13C-5	C7H8N2O-13C-5	+	13C	ESI	15.3	17.3	10.0	0.2	142.0877	142.0864	-9.2	SQ319_B_5	No	15.37	15.37	15.61	0.24	2	0	0	0	0	12940	0	0	0	0	0	0	0	0	0	0	14797
1-Methylnicotinamide-13C-6	C7H8N2O-13C-6	+	13C	ESI	15.3	17.3	10.0	0.2	143.0911	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-Methylnicotinamide-13C-7	C7H8N2O-13C-7	+	13C	ESI	15.3	17.3	10.0	0.2	144.0944	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6-Acetyl-L-lysine-13C-0	C8H16N2O3-13C-0	+	13C	ESI	1.9	3.9	10.0	0.2	189.1234	189.1215	-9.9	S04434	Yes	3.05	3.04	3.26	0.21	16	193059	429159	169906	243393	324563	133188	524905	666248	958302	403725	263014	204534	213434	155178	199088	261038
N6-Acetyl-L-lysine-13C-1	C8H16N2O3-13C-1	+	13C	ESI	1.9	3.9	10.0	0.2	190.1267	190.1250	-9.1	S04434	No	3.05	3.04	3.26	0.21	10	32217	0	0	13411	29954	6497	0	0	96503	15013	19621	4310	0	14692	0	17424
N6-Acetyl-L-lysine-13C-2	C8H16N2O3-13C-2	+	13C	ESI	1.9	3.9	10.0	0.2	191.1301	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6-Acetyl-L-lysine-13C-3	C8H16N2O3-13C-3	+	13C	ESI	1.9	3.9	10.0	0.2	192.1334	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6-Acetyl-L-lysine-13C-4	C8H16N2O3-13C-4	+	13C	ESI	1.9	3.9	10.0	0.2	193.1368	193.1375	3.7	SQ319_B_3	No	3.10	3.10	3.10	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5079	0	0
N6-Acetyl-L-lysine-13C-5	C8H16N2O3-13C-5	+	13C	ESI	1.9	3.9	10.0	0.2	194.1401	194.1394	-3.8	S04433	No	3.06	3.04	3.16	0.12	11	85893	7656	0	8367	0	0	11238	159606	111391	0	0	6512	7952	8735	7937	15277
N6-Acetyl-L-lysine-13C-6	C8H16N2O3-13C-6	+	13C	ESI	1.9	3.9	10.0	0.2	195.1435	195.1417	-9.2	S04434	No	3.05	3.05	3.06	0.01	2	0	0	0	0	0	0	0	11922	12363	0	0	0	0	0	0	0
N6-Acetyl-L-lysine-13C-7	C8H16N2O3-13C-7	+	13C	ESI	1.9	3.9	10.0	0.2	196.1469	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6-Acetyl-L-lysine-13C-8	C8H16N2O3-13C-8	+	13C	ESI	1.9	3.9	10.0	0.2	197.1502	197.1517	7.6	S04430	No	3.15	3.04	3.15	0.11	2	5013	0	0	0	6427	0	0	0	0	0	0	0	0	0	0	0
L-Phenylalanine-13C-0	C9H11NO2-13C-0	+	13C	ESI	5.6	7.6	10.0	0.2	166.0863	166.0856	-3.9	S04432	Yes	6.93	6.79	7.04	0.25	16	7663965	8222592	5809514	5529954	6469540	5557050	13516016	7709158	8681940	10933725	21609	4109	17840	15841	22207	7760
L-Phenylalanine-13C-1	C9H11NO2-13C-1	+	13C	ESI	5.6	7.6	10.0	0.2	167.0896	167.0890	-3.7	S04432	No	6.93	6.87	6.96	0.09	11	578626	619502	384635	355264	420267	371974	1278462	597411	677404	918954	0	0	0	9969	0	0
L-Phenylalanine-13C-2	C9H11NO2-13C-2	+	13C	ESI	5.6	7.6	10.0	0.2	168.0930	168.0923	-4.0	S04435	No	6.90	6.90	6.96	0.06	8	8370	15379	6015	4346	0	0	22833	5985	14554	23878	0	0	0	0	0	0
L-Phenylalanine-13C-3	C9H11NO2-13C-3	+	13C	ESI	5.6	7.6	10.0	0.2	169.0963	169.0967	2.2	S04426	No	6.96	6.79	7.04	0.25	15	15425	4343	6949	6114	6821	5888	4873	0	3365	4733	5117	3487	3955	3666	3775	7527
L-Phenylalanine-13C-4	C9H11NO2-13C-4	+	13C	ESI	5.6	7.6	10.0	0.2	170.0997	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Phenylalanine-13C-5	C9H11NO2-13C-5	+	13C	ESI	5.6	7.6	10.0	0.2	171.1030	171.1016	-8.4	SQ319_B_1	No	6.79	6.79	6.96	0.17	6	0	0	13179	11642	0	0	0	0	6771	0	8534	15055	13904	0	0	0
L-Phenylalanine-13C-6	C9H11NO2-13C-6	+	13C	ESI	5.6	7.6	10.0	0.2	172.1064	172.1071	4.2	S04433	No	6.91	6.91	6.96	0.05	3	0	0	0	0	0	0	4886	5390	0	0	0	0	2827	0	0	0
L-Phenylalanine-13C-7	C9H11NO2-13C-7	+	13C	ESI	5.6	7.6	10.0	0.2	173.1097	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Phenylalanine-13C-8	C9H11NO2-13C-8	+	13C	ESI	5.6	7.6	10.0	0.2	174.1131	174.1123	-4.6	S04426	No	6.96	6.79	7.04	0.25	16	23759	7828	4861	15966	7735	18251	21851	6041	7006	7768	2013	14378	3530	8222	4332	17275
L-Phenylalanine-13C-9	C9H11NO2-13C-9	+	13C	ESI	5.6	7.6	10.0	0.2	175.1164	175.1158	-3.7	S04432	No	6.93	6.93	6.93	0.00	1	0	0	0	0	0	0	54951	0	0	0	0	0	0	0	0	0
L-Tyrosine-13C-0	C9H11NO3-13C-0	+	13C	ESI	8.2	10.2	10.0	0.2	182.0812	182.0805	-3.7	S04432	Yes	9.48	9.45	9.68	0.24	14	7215826	7216988	5326200	4689152	5502679	4820240	10131454	6811697	7421420	9905411	3126	2918	3847	0	3996	0
L-Tyrosine-13C-1	C9H11NO3-13C-1	+	13C	ESI	8.2	10.2	10.0	0.2	183.0845	183.0840	-2.9	S04435	No	9.50	9.48	9.53	0.05	10	356635	472811	247068	223812	250953	278629	429150	298592	520175	643653	0	0	0	0	0	0
L-Tyrosine-13C-2	C9H11NO3-13C-2	+	13C	ESI	8.2	10.2	10.0	0.2	184.0879	184.0874	-2.6	S04435	No	9.50	9.48	9.53	0.05	6	4765	0	4659	0	6143	4086	0	0	5962	8171	0	0	0	0	0	0
L-Tyrosine-13C-3	C9H11NO3-13C-3	+	13C	ESI	8.2	10.2	10.0	0.2	185.0912	185.0914	0.9	S04426	No	9.48	9.48	9.48	0.00	1	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Tyrosine-13C-4	C9H11NO3-13C-4	+	13C	ESI	8.2	10.2	10.0	0.2	186.0946	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Tyrosine-13C-5	C9H11NO3-13C-5	+	13C	ESI	8.2	10.2	10.0	0.2	187.0979	187.0963	-8.8	SQ319_B_3	No	9.29	9.29	9.66	0.38	7	0	0	8883	0	0	0	6921	0	5729	7236	10616	0	2847	12401	0	0
L-Tyrosine-13C-6	C9H11NO3-13C-6	+	13C	ESI	8.2	10.2	10.0	0.2	188.1013	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Tyrosine-13C-7	C9H11NO3-13C-7	+	13C	ESI	8.2	10.2	10.0	0.2	189.1047	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Tyrosine-13C-8	C9H11NO3-13C-8	+	13C	ESI	8.2	10.2	10.0	0.2	190.1080	190.1069	-5.8	SQ319_B_0	No	9.45	9.29	9.72	0.43	15	22830	15737	6664	21574	25387	17047	0	25926	20279	7146	38318	26953	25093	26365	25170	26897
L-Tyrosine-13C-9	C9H11NO3-13C-9	+	13C	ESI	8.2	10.2	10.0	0.2	191.1114	191.1110	-1.9	S04427	No	9.51	9.45	9.52	0.07	10	11352	34047	21008	29834	24673	30209	9847	9878	0	22526	3536	0	0	0	0	0
Uridine-13C-0	C9H12N2O6-13C-0	-	13C	ESI	10.0	13.0	10.0	0.2	243.0623	243.0636	5.5	S04430	Yes	10.39	10.14	10.53	0.39	14	39068	45486	48634	40709	62893	40924	38702	44950	46172	40627	8672	0	10609	0	16995	5156
Uridine-13C-1	C9H12N2O6-13C-1	-	13C	ESI	10.0	13.0	10.0	0.2	244.0656	244.0665	3.6	S04430	No	10.39	10.39	10.39	0.00	1	0	0	0	0	7393	0	0	0	0	0	0	0	0	0	0	0
Uridine-13C-2	C9H12N2O6-13C-2	-	13C	ESI	10.0	13.0	10.0	0.2	245.0690	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine-13C-3	C9H12N2O6-13C-3	-	13C	ESI	10.0	13.0	10.0	0.2	246.0723	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine-13C-4	C9H12N2O6-13C-4	-	13C	ESI	10.0	13.0	10.0	0.2	247.0757	247.0779	9.0	S04432	No	10.14	10.14	10.14	0.00	1	0	0	0	0	0	0	5994	0	0	0	0	0	0	0	0	0
Uridine-13C-5	C9H12N2O6-13C-5	-	13C	ESI	10.0	13.0	10.0	0.2	248.0790	248.0785	-2.2	SQ319_B_5	No	10.41	10.20	10.52	0.32	6	0	0	7673	0	6846	0	0	7286	0	0	0	7011	7971	0	0	10550
Uridine-13C-6	C9H12N2O6-13C-6	-	13C	ESI	10.0	13.0	10.0	0.2	249.0824	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine-13C-7	C9H12N2O6-13C-7	-	13C	ESI	10.0	13.0	10.0	0.2	250.0857	250.0856	-0.6	S04427	No	10.30	10.20	10.39	0.19	7	0	11381	0	0	6709	0	0	6549	0	8724	0	9673	8668	10117	0	0
Uridine-13C-8	C9H12N2O6-13C-8	-	13C	ESI	10.0	13.0	10.0	0.2	251.0891	251.0904	5.2	S04426	No	10.37	10.37	10.37	0.00	1	6422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine-13C-9	C9H12N2O6-13C-9	-	13C	ESI	10.0	13.0	10.0	0.2	252.0925	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-0	C9H13N2O9P-13C-0	-	13C	ESI	11.2	13.2	10.0	0.2	323.0286	323.0266	-6.2	S04432	No	12.32	12.31	12.32	0.01	2	0	0	0	0	0	0	12532	0	0	3351	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-1	C9H13N2O9P-13C-1	-	13C	ESI	11.2	13.2	10.0	0.2	324.0319	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-2	C9H13N2O9P-13C-2	-	13C	ESI	11.2	13.2	10.0	0.2	325.0353	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-3	C9H13N2O9P-13C-3	-	13C	ESI	11.2	13.2	10.0	0.2	326.0387	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-4	C9H13N2O9P-13C-4	-	13C	ESI	11.2	13.2	10.0	0.2	327.0420	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-5	C9H13N2O9P-13C-5	-	13C	ESI	11.2	13.2	10.0	0.2	328.0454	328.0436	-5.4	S04432	Yes	12.32	12.21	12.35	0.14	9	0	8371	5734	3887	0	5323	58488	49532	41921	57111	0	0	0	0	5678	0
Uridine 5'-monophosphate-13C-6	C9H13N2O9P-13C-6	-	13C	ESI	11.2	13.2	10.0	0.2	329.0487	329.0469	-5.5	S04433	No	12.35	12.26	12.35	0.09	5	0	0	2883	0	0	0	4836	14884	3984	10706	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-7	C9H13N2O9P-13C-7	-	13C	ESI	11.2	13.2	10.0	0.2	330.0521	330.0498	-6.9	S04432	No	12.32	12.26	12.35	0.09	4	0	0	0	0	0	0	10830	9732	4347	10060	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-8	C9H13N2O9P-13C-8	-	13C	ESI	11.2	13.2	10.0	0.2	331.0554	331.0555	0.2	S04432	No	12.32	12.31	12.35	0.04	3	0	0	0	0	0	0	5434	3671	0	3374	0	0	0	0	0	0
Uridine 5'-monophosphate-13C-9	C9H13N2O9P-13C-9	-	13C	ESI	11.2	13.2	10.0	0.2	332.0588	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytidine-13C-0	C9H13N3O5-13C-0	+	13C	ESI	7.1	9.1	10.0	0.2	244.0928	244.0920	-3.3	S04433	No	8.46	8.40	8.59	0.19	16	79815	64351	49226	79686	44960	33601	150246	257268	256549	214108	10186	3366	10837	9201	14776	9713
Cytidine-13C-1	C9H13N3O5-13C-1	+	13C	ESI	7.1	9.1	10.0	0.2	245.0962	245.0950	-4.7	S04435	No	8.43	8.43	8.55	0.12	9	3387	3470	2858	9070	0	3632	14034	11310	10569	16499	0	0	0	0	0	0
Cytidine-13C-2	C9H13N3O5-13C-2	+	13C	ESI	7.1	9.1	10.0	0.2	246.0995	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytidine-13C-3	C9H13N3O5-13C-3	+	13C	ESI	7.1	9.1	10.0	0.2	247.1029	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytidine-13C-4	C9H13N3O5-13C-4	+	13C	ESI	7.1	9.1	10.0	0.2	248.1062	248.1060	-0.9	S04433	No	8.46	8.43	8.51	0.08	8	3675	0	8785	0	3599	2282	2591	10114	7959	4667	0	0	0	0	0	0
Cytidine-13C-5	C9H13N3O5-13C-5	+	13C	ESI	7.1	9.1	10.0	0.2	249.1096	249.1086	-3.9	S04433	Yes	8.46	8.43	8.55	0.12	11	209178	68679	141682	105024	127497	106988	167820	415935	291414	270589	0	0	0	0	12541	0
Cytidine-13C-6	C9H13N3O5-13C-6	+	13C	ESI	7.1	9.1	10.0	0.2	250.1129	250.1124	-2.1	S04433	No	8.46	8.43	8.55	0.12	10	26860	10515	19489	25283	27787	25022	27605	55725	33149	37612	0	0	0	0	0	0
Cytidine-13C-7	C9H13N3O5-13C-7	+	13C	ESI	7.1	9.1	10.0	0.2	251.1163	251.1142	-8.3	S04433	No	8.46	8.43	8.55	0.12	10	31039	17500	29046	17325	33263	28073	23916	44469	36722	25298	0	0	0	0	0	0
Cytidine-13C-8	C9H13N3O5-13C-8	+	13C	ESI	7.1	9.1	10.0	0.2	252.1196	252.1190	-2.5	S04428	No	8.51	8.40	8.59	0.19	13	13526	3472	17675	8632	14613	9873	3838	11228	8071	12132	0	4834	2728	0	2339	0
Cytidine-13C-9	C9H13N3O5-13C-9	+	13C	ESI	7.1	9.1	10.0	0.2	253.1230	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine 5'-diphosphate-13C-0	C9H14N2O12P2-13C-0	+	13C	ESI	12.4	14.4	10.0	0.2	405.0095	405.0059	-8.8	S04432	No	13.53	13.53	13.63	0.09	4	0	0	0	0	0	1346	2429	1297	1681	0	0	0	0	0	0	0
